provinsi,daerah,jenis,tahun,pengeluaran,pengeluaran_kategori,cluster
lampung,PERDESAAN,TOTAL,2009.0,294271.0,Rendah,2
lampung,PERDESAAN,TOTAL,2010.0,347281.0,Rendah,2
lampung,PERDESAAN,TOTAL,2011.0,432564.0,Sedang,2
lampung,PERDESAAN,TOTAL,2012.0,449336.0,Sedang,2
lampung,PERDESAAN,TOTAL,2013.0,480120.0,Sedang,2
lampung,PERDESAAN,TOTAL,2014.0,534541.0,Tinggi,2
lampung,PERDESAAN,TOTAL,2015.0,653859.0,Tinggi,1
lampung,PERDESAAN,TOTAL,2016.0,694830.0,Tinggi,1
lampung,PERDESAAN,TOTAL,2017.0,743310.0,Tinggi,1
lampung,PERDESAAN,TOTAL,2018.0,815724.0,Sangat Tinggi,1
lampung,PERDESAAN,TOTAL,2019.0,812396.0,Sangat Tinggi,1
lampung,PERDESAAN,TOTAL,2020.0,859792.0,Sangat Tinggi,0
lampung,PERDESAAN,TOTAL,2021.0,896541.0,Sangat Tinggi,0
lampung,PERDESAAN,TOTAL,2022.0,956868.0,Sangat Tinggi,0
lampung,PERKOTAAN,MAKANAN,2007.0,217915.99999999994,Rendah,2
lampung,PERKOTAAN,MAKANAN,2008.0,209458.0,Rendah,2
lampung,PERKOTAAN,MAKANAN,2009.0,228315.99999999994,Rendah,2
lampung,PERKOTAAN,MAKANAN,2010.0,271181.0,Rendah,2
lampung,PERKOTAAN,MAKANAN,2011.0,305734.0,Rendah,2
lampung,PERKOTAAN,MAKANAN,2012.0,338261.0,Rendah,2
lampung,PERKOTAAN,MAKANAN,2013.0,405210.0,Sedang,2
lampung,PERKOTAAN,MAKANAN,2014.0,422069.0,Sedang,2
lampung,PERKOTAAN,MAKANAN,2015.0,447587.0,Sedang,1
lampung,PERKOTAAN,MAKANAN,2016.0,491261.0,Sedang,1
lampung,PERKOTAAN,MAKANAN,2017.0,558327.0,Tinggi,1
lampung,PERKOTAAN,MAKANAN,2018.0,560502.0,Tinggi,1
lampung,PERKOTAAN,MAKANAN,2019.0,570592.0,Tinggi,1
lampung,PERKOTAAN,MAKANAN,2020.0,587511.0,Tinggi,1
lampung,PERKOTAAN,MAKANAN,2021.0,622926.0,Tinggi,1
lampung,PERKOTAAN,MAKANAN,2022.0,644379.0,Tinggi,1
lampung,PERKOTAAN,NONMAKANAN,2007.0,329527.0,Rendah,2
lampung,PERKOTAAN,NONMAKANAN,2008.0,288214.0,Rendah,2
lampung,PERKOTAAN,NONMAKANAN,2009.0,275503.0,Rendah,2
lampung,PERKOTAAN,NONMAKANAN,2010.0,314309.0,Rendah,2
lampung,PERKOTAAN,NONMAKANAN,2011.0,351031.0,Rendah,2
lampung,PERKOTAAN,NONMAKANAN,2012.0,376967.0,Sedang,2
lampung,PERKOTAAN,NONMAKANAN,2013.0,438876.0,Sedang,2
lampung,PERKOTAAN,NONMAKANAN,2014.0,473544.0,Sedang,2
lampung,PERKOTAAN,NONMAKANAN,2015.0,538560.0,Tinggi,1
lampung,PERKOTAAN,NONMAKANAN,2016.0,551369.0,Tinggi,1
lampung,PERKOTAAN,NONMAKANAN,2017.0,569779.0,Tinggi,1
lampung,PERKOTAAN,NONMAKANAN,2018.0,616817.0,Tinggi,1
lampung,PERKOTAAN,NONMAKANAN,2019.0,620054.0,Tinggi,1
lampung,PERKOTAAN,NONMAKANAN,2020.0,643043.0,Tinggi,1
lampung,PERKOTAAN,NONMAKANAN,2021.0,693670.0,Tinggi,1
lampung,PERKOTAAN,NONMAKANAN,2022.0,674903.0,Tinggi,1
lampung,PERKOTAAN,TOTAL,2007.0,547443.0,Tinggi,2
lampung,PERKOTAAN,TOTAL,2008.0,497672.0,Sedang,2
lampung,PERKOTAAN,TOTAL,2009.0,503819.0,Sedang,2
lampung,PERKOTAAN,TOTAL,2010.0,585489.0,Tinggi,2
lampung,PERKOTAAN,TOTAL,2011.0,656766.0,Tinggi,2
lampung,PERKOTAAN,TOTAL,2012.0,715229.0,Tinggi,2
lampung,PERKOTAAN,TOTAL,2013.0,844087.0,Sangat Tinggi,1
lampung,PERKOTAAN,TOTAL,2014.0,895613.0,Sangat Tinggi,0
lampung,PERKOTAAN,TOTAL,2015.0,986147.0,Sangat Tinggi,0
lampung,PERKOTAAN,TOTAL,2016.0,1042631.0,Sangat Tinggi,0
lampung,PERKOTAAN,TOTAL,2017.0,1128106.0,Sangat Tinggi,0
lampung,PERKOTAAN,TOTAL,2018.0,1177319.0,Sangat Tinggi,0
lampung,PERKOTAAN,TOTAL,2019.0,1190647.0,Sangat Tinggi,0
lampung,PERKOTAAN,TOTAL,2020.0,1230554.0,Sangat Tinggi,0
lampung,PERKOTAAN,TOTAL,2021.0,1316597.0,Sangat Tinggi,0
lampung,PERKOTAAN,TOTAL,2022.0,1319283.0,Sangat Tinggi,0
lampung,PERDESAANPERKOTAAN,MAKANAN,2011.0,261519.0,Rendah,2
lampung,PERDESAANPERKOTAAN,MAKANAN,2012.0,283870.0,Rendah,2
lampung,PERDESAANPERKOTAAN,MAKANAN,2013.0,314408.0,Rendah,2
lampung,PERDESAANPERKOTAAN,MAKANAN,2014.0,340844.0,Rendah,2
lampung,PERDESAANPERKOTAAN,MAKANAN,2015.0,382368.0,Sedang,1
lampung,PERDESAANPERKOTAAN,MAKANAN,2016.0,412617.0,Sedang,1
lampung,PERDESAANPERKOTAAN,MAKANAN,2017.0,467939.0,Sedang,1
lampung,PERDESAANPERKOTAAN,MAKANAN,2018.0,478451.0,Sedang,1
lampung,PERDESAANPERKOTAAN,MAKANAN,2019.0,484799.0,Sedang,1
lampung,PERDESAANPERKOTAAN,MAKANAN,2020.0,503976.0,Sedang,1
lampung,PERDESAANPERKOTAAN,MAKANAN,2021.0,539963.0,Tinggi,1
lampung,PERDESAANPERKOTAAN,MAKANAN,2022.0,575672.0,Tinggi,1
lampung,PERDESAANPERKOTAAN,NONMAKANAN,2011.0,228662.0,Rendah,2
lampung,PERDESAANPERKOTAAN,NONMAKANAN,2012.0,233840.0,Rendah,2
lampung,PERDESAANPERKOTAAN,NONMAKANAN,2013.0,259226.0,Rendah,2
lampung,PERDESAANPERKOTAAN,NONMAKANAN,2014.0,287666.0,Rendah,2
lampung,PERDESAANPERKOTAAN,NONMAKANAN,2015.0,358838.0,Sedang,1
lampung,PERDESAANPERKOTAAN,NONMAKANAN,2016.0,376444.0,Sedang,1
lampung,PERDESAANPERKOTAAN,NONMAKANAN,2017.0,381353.0,Sedang,1
lampung,PERDESAANPERKOTAAN,NONMAKANAN,2018.0,444185.0,Sedang,1
lampung,PERDESAANPERKOTAAN,NONMAKANAN,2019.0,444224.0,Sedang,1
lampung,PERDESAANPERKOTAAN,NONMAKANAN,2020.0,470447.0,Sedang,1
lampung,PERDESAANPERKOTAAN,NONMAKANAN,2021.0,490615.0,Sedang,1
lampung,PERDESAANPERKOTAAN,NONMAKANAN,2022.0,499314.0,Sedang,1
lampung,PERDESAANPERKOTAAN,TOTAL,2011.0,490180.0,Sedang,2
lampung,PERDESAANPERKOTAAN,TOTAL,2012.0,517710.0,Sedang,2
lampung,PERDESAANPERKOTAAN,TOTAL,2013.0,573634.0,Tinggi,2
lampung,PERDESAANPERKOTAAN,TOTAL,2014.0,628510.0,Tinggi,1
lampung,PERDESAANPERKOTAAN,TOTAL,2015.0,741206.0,Tinggi,1
lampung,PERDESAANPERKOTAAN,TOTAL,2016.0,789061.0,Sangat Tinggi,1
lampung,PERDESAANPERKOTAAN,TOTAL,2017.0,849293.0,Sangat Tinggi,1
lampung,PERDESAANPERKOTAAN,TOTAL,2018.0,922637.0,Sangat Tinggi,0
lampung,PERDESAANPERKOTAAN,TOTAL,2019.0,929024.0,Sangat Tinggi,0
lampung,PERDESAANPERKOTAAN,TOTAL,2020.0,974423.0,Sangat Tinggi,0
lampung,PERDESAANPERKOTAAN,TOTAL,2021.0,1030578.0,Sangat Tinggi,0
lampung,PERDESAANPERKOTAAN,TOTAL,2022.0,1074987.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAAN,MAKANAN,2007.0,248396.0,Rendah,2
kep._bangka_belitung,PERDESAAN,MAKANAN,2008.0,277071.0,Rendah,2
kep._bangka_belitung,PERDESAAN,MAKANAN,2009.0,290870.0,Rendah,2
kep._bangka_belitung,PERDESAAN,MAKANAN,2010.0,328440.0,Rendah,2
kep._bangka_belitung,PERDESAAN,MAKANAN,2011.0,389470.0,Sedang,2
kep._bangka_belitung,PERDESAAN,MAKANAN,2012.0,395069.0,Sedang,2
kep._bangka_belitung,PERDESAAN,MAKANAN,2013.0,433710.0,Sedang,2
kep._bangka_belitung,PERDESAAN,MAKANAN,2014.0,515064.0,Sedang,2
kep._bangka_belitung,PERDESAAN,MAKANAN,2015.0,551553.0,Tinggi,1
kep._bangka_belitung,PERDESAAN,MAKANAN,2016.0,558613.0,Tinggi,1
kep._bangka_belitung,PERDESAAN,MAKANAN,2017.0,651144.0,Tinggi,1
kep._bangka_belitung,PERDESAAN,MAKANAN,2018.0,655645.0,Tinggi,1
kep._bangka_belitung,PERDESAAN,MAKANAN,2019.0,682642.0,Tinggi,1
kep._bangka_belitung,PERDESAAN,MAKANAN,2020.0,720007.0,Tinggi,1
kep._bangka_belitung,PERDESAAN,MAKANAN,2021.0,726610.0,Tinggi,1
kep._bangka_belitung,PERDESAAN,MAKANAN,2022.0,848494.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2007.0,215562.0,Rendah,2
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2008.0,218532.0,Rendah,2
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2009.0,239364.0,Rendah,2
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2010.0,239765.99999999994,Rendah,2
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2011.0,307953.0,Rendah,2
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2012.0,333414.0,Rendah,2
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2013.0,364192.0,Sedang,2
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2014.0,413004.0,Sedang,2
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2015.0,467700.0,Sedang,1
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2016.0,505734.0,Sedang,1
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2017.0,469208.0,Sedang,1
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2018.0,559284.0,Tinggi,1
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2019.0,603651.0,Tinggi,1
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2020.0,578492.0,Tinggi,1
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2021.0,606125.0,Tinggi,1
kep._bangka_belitung,PERDESAAN,NONMAKANAN,2022.0,637672.0,Tinggi,1
kep._bangka_belitung,PERDESAAN,TOTAL,2007.0,463958.0,Sedang,2
kep._bangka_belitung,PERDESAAN,TOTAL,2008.0,495602.0,Sedang,2
kep._bangka_belitung,PERDESAAN,TOTAL,2009.0,530235.0,Tinggi,2
kep._bangka_belitung,PERDESAAN,TOTAL,2010.0,568206.0,Tinggi,2
kep._bangka_belitung,PERDESAAN,TOTAL,2011.0,697423.0,Tinggi,2
kep._bangka_belitung,PERDESAAN,TOTAL,2012.0,728484.0,Tinggi,2
kep._bangka_belitung,PERDESAAN,TOTAL,2013.0,797902.0,Sangat Tinggi,2
kep._bangka_belitung,PERDESAAN,TOTAL,2014.0,928068.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAAN,TOTAL,2015.0,1019252.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAAN,TOTAL,2016.0,1064347.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAAN,TOTAL,2017.0,1120353.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAAN,TOTAL,2018.0,1214929.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAAN,TOTAL,2019.0,1286293.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAAN,TOTAL,2020.0,1298500.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAAN,TOTAL,2021.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERDESAAN,TOTAL,2022.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,MAKANAN,2007.0,263406.0,Rendah,2
kep._bangka_belitung,PERKOTAAN,MAKANAN,2008.0,284162.0,Rendah,2
kep._bangka_belitung,PERKOTAAN,MAKANAN,2009.0,303406.0,Rendah,2
kep._bangka_belitung,PERKOTAAN,MAKANAN,2010.0,380298.0,Sedang,2
kep._bangka_belitung,PERKOTAAN,MAKANAN,2011.0,393810.0,Sedang,2
kep._bangka_belitung,PERKOTAAN,MAKANAN,2012.0,442601.0,Sedang,2
kep._bangka_belitung,PERKOTAAN,MAKANAN,2013.0,550081.0,Tinggi,2
kep._bangka_belitung,PERKOTAAN,MAKANAN,2014.0,590025.0,Tinggi,1
kep._bangka_belitung,PERKOTAAN,MAKANAN,2015.0,606905.0,Tinggi,1
kep._bangka_belitung,PERKOTAAN,MAKANAN,2016.0,633225.0,Tinggi,1
kep._bangka_belitung,PERKOTAAN,MAKANAN,2017.0,784861.0,Sangat Tinggi,1
kep._bangka_belitung,PERKOTAAN,MAKANAN,2018.0,757618.0,Sangat Tinggi,1
kep._bangka_belitung,PERKOTAAN,MAKANAN,2019.0,807682.0,Sangat Tinggi,1
kep._bangka_belitung,PERKOTAAN,MAKANAN,2020.0,812631.0,Sangat Tinggi,1
kep._bangka_belitung,PERKOTAAN,MAKANAN,2021.0,826951.0,Sangat Tinggi,1
kep._bangka_belitung,PERKOTAAN,MAKANAN,2022.0,906502.0,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2007.0,217734.00000000006,Rendah,2
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2008.0,264755.0,Rendah,2
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2009.0,311126.0,Rendah,2
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2010.0,383751.0,Sedang,2
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2011.0,383301.0,Sedang,2
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2012.0,468917.0,Sedang,2
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2013.0,535297.0,Tinggi,2
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2014.0,581117.0,Tinggi,1
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2015.0,613072.0,Tinggi,1
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2016.0,722576.0,Tinggi,1
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2017.0,795826.0,Sangat Tinggi,1
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2018.0,838278.0,Sangat Tinggi,1
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2019.0,883969.0,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2020.0,854352.0,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2021.0,859389.0,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,NONMAKANAN,2022.0,874034.0,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,TOTAL,2007.0,481141.0,Sedang,2
kep._bangka_belitung,PERKOTAAN,TOTAL,2008.0,548917.0,Tinggi,2
kep._bangka_belitung,PERKOTAAN,TOTAL,2009.0,614532.0,Tinggi,2
kep._bangka_belitung,PERKOTAAN,TOTAL,2010.0,764049.0,Sangat Tinggi,2
kep._bangka_belitung,PERKOTAAN,TOTAL,2011.0,777111.0,Sangat Tinggi,2
kep._bangka_belitung,PERKOTAAN,TOTAL,2012.0,911518.0,Sangat Tinggi,2
kep._bangka_belitung,PERKOTAAN,TOTAL,2013.0,1085378.0,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,TOTAL,2014.0,1171142.0,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,TOTAL,2015.0,1219977.0,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,TOTAL,2016.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,TOTAL,2017.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,TOTAL,2018.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,TOTAL,2019.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,TOTAL,2020.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,TOTAL,2021.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERKOTAAN,TOTAL,2022.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERDESAANPERKOTAAN,MAKANAN,2011.0,391606.0,Sedang,2
kep._bangka_belitung,PERDESAANPERKOTAAN,MAKANAN,2012.0,418496.0,Sedang,2
kep._bangka_belitung,PERDESAANPERKOTAAN,MAKANAN,2013.0,491121.0,Sedang,2
kep._bangka_belitung,PERDESAANPERKOTAAN,MAKANAN,2014.0,551960.0,Tinggi,2
kep._bangka_belitung,PERDESAANPERKOTAAN,MAKANAN,2015.0,578812.0,Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,MAKANAN,2016.0,596381.0,Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,MAKANAN,2017.0,721045.0,Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,MAKANAN,2018.0,710401.0,Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,MAKANAN,2019.0,751640.0,Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,MAKANAN,2020.0,771121.0,Sangat Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,MAKANAN,2021.0,783203.0,Sangat Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,MAKANAN,2022.0,881622.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAANPERKOTAAN,NONMAKANAN,2011.0,345039.0,Rendah,2
kep._bangka_belitung,PERDESAANPERKOTAAN,NONMAKANAN,2012.0,400200.0,Sedang,2
kep._bangka_belitung,PERDESAANPERKOTAAN,NONMAKANAN,2013.0,448605.0,Sedang,2
kep._bangka_belitung,PERDESAANPERKOTAAN,NONMAKANAN,2014.0,495751.0,Sedang,2
kep._bangka_belitung,PERDESAANPERKOTAAN,NONMAKANAN,2015.0,539290.0,Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,NONMAKANAN,2016.0,615498.0,Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,NONMAKANAN,2017.0,639949.0,Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,NONMAKANAN,2018.0,709094.0,Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,NONMAKANAN,2019.0,758333.0,Sangat Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,NONMAKANAN,2020.0,730722.0,Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,NONMAKANAN,2021.0,748970.0,Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,NONMAKANAN,2022.0,772658.0,Sangat Tinggi,1
kep._bangka_belitung,PERDESAANPERKOTAAN,TOTAL,2011.0,736645.0,Tinggi,2
kep._bangka_belitung,PERDESAANPERKOTAAN,TOTAL,2012.0,818697.0,Sangat Tinggi,2
kep._bangka_belitung,PERDESAANPERKOTAAN,TOTAL,2013.0,939726.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAANPERKOTAAN,TOTAL,2014.0,1047711.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAANPERKOTAAN,TOTAL,2015.0,1118101.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAANPERKOTAAN,TOTAL,2016.0,1211879.0,Sangat Tinggi,0
kep._bangka_belitung,PERDESAANPERKOTAAN,TOTAL,2017.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERDESAANPERKOTAAN,TOTAL,2018.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERDESAANPERKOTAAN,TOTAL,2019.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERDESAANPERKOTAAN,TOTAL,2020.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERDESAANPERKOTAAN,TOTAL,2021.0,1326239.499999999,Sangat Tinggi,0
kep._bangka_belitung,PERDESAANPERKOTAAN,TOTAL,2022.0,1326239.499999999,Sangat Tinggi,0
kep._riau,PERDESAAN,MAKANAN,2007.0,216349.0,Rendah,2
kep._riau,PERDESAAN,MAKANAN,2008.0,244200.0,Rendah,2
kep._riau,PERDESAAN,MAKANAN,2009.0,303902.0,Rendah,2
kep._riau,PERDESAAN,MAKANAN,2010.0,341117.0,Rendah,2
kep._riau,PERDESAAN,MAKANAN,2011.0,400218.0,Sedang,2
kep._riau,PERDESAAN,MAKANAN,2012.0,416780.0,Sedang,2
kep._riau,PERDESAAN,MAKANAN,2013.0,437634.0,Sedang,2
kep._riau,PERDESAAN,MAKANAN,2014.0,480788.0,Sedang,2
kep._riau,PERDESAAN,MAKANAN,2015.0,480875.0,Sedang,1
kep._riau,PERDESAAN,MAKANAN,2016.0,502046.0,Sedang,1
kep._riau,PERDESAAN,MAKANAN,2017.0,562677.0,Tinggi,1
kep._riau,PERDESAAN,MAKANAN,2018.0,590286.0,Tinggi,1
kep._riau,PERDESAAN,MAKANAN,2019.0,610033.0,Tinggi,1
kep._riau,PERDESAAN,MAKANAN,2020.0,623234.0,Tinggi,1
kep._riau,PERDESAAN,MAKANAN,2021.0,645900.0,Tinggi,1
kep._riau,PERDESAAN,MAKANAN,2022.0,672520.0,Tinggi,1
kep._riau,PERDESAAN,NONMAKANAN,2007.0,185903.09999999998,Rendah,2
kep._riau,PERDESAAN,NONMAKANAN,2008.0,185903.09999999998,Rendah,2
kep._riau,PERDESAAN,NONMAKANAN,2009.0,194304.0,Rendah,2
kep._riau,PERDESAAN,NONMAKANAN,2010.0,210170.0,Rendah,2
kep._riau,PERDESAAN,NONMAKANAN,2011.0,276481.0,Rendah,2
kep._riau,PERDESAAN,NONMAKANAN,2012.0,316831.0,Rendah,2
kep._riau,PERDESAAN,NONMAKANAN,2013.0,316199.0,Rendah,2
kep._riau,PERDESAAN,NONMAKANAN,2014.0,345570.0,Rendah,2
kep._riau,PERDESAAN,NONMAKANAN,2015.0,404211.0,Sedang,1
kep._riau,PERDESAAN,NONMAKANAN,2016.0,464081.0,Sedang,1
kep._riau,PERDESAAN,NONMAKANAN,2017.0,442556.0,Sedang,1
kep._riau,PERDESAAN,NONMAKANAN,2018.0,496566.0,Sedang,1
kep._riau,PERDESAAN,NONMAKANAN,2019.0,499045.0,Sedang,1
kep._riau,PERDESAAN,NONMAKANAN,2020.0,520509.0,Sedang,1
kep._riau,PERDESAAN,NONMAKANAN,2021.0,518795.0,Sedang,1
kep._riau,PERDESAAN,NONMAKANAN,2022.0,515616.0,Sedang,1
kep._riau,PERDESAAN,TOTAL,2007.0,393909.0,Sedang,2
kep._riau,PERDESAAN,TOTAL,2008.0,423212.0,Sedang,2
kep._riau,PERDESAAN,TOTAL,2009.0,498205.0,Sedang,2
kep._riau,PERDESAAN,TOTAL,2010.0,551287.0,Tinggi,2
kep._riau,PERDESAAN,TOTAL,2011.0,676699.0,Tinggi,2
kep._riau,PERDESAAN,TOTAL,2012.0,733610.0,Tinggi,2
kep._riau,PERDESAAN,TOTAL,2013.0,753834.0,Sangat Tinggi,2
kep._riau,PERDESAAN,TOTAL,2014.0,826358.0,Sangat Tinggi,1
kep._riau,PERDESAAN,TOTAL,2015.0,885086.0,Sangat Tinggi,0
kep._riau,PERDESAAN,TOTAL,2016.0,966127.0,Sangat Tinggi,0
kep._riau,PERDESAAN,TOTAL,2017.0,1005233.0,Sangat Tinggi,0
kep._riau,PERDESAAN,TOTAL,2018.0,1086852.0,Sangat Tinggi,0
kep._riau,PERDESAAN,TOTAL,2019.0,1109078.0,Sangat Tinggi,0
kep._riau,PERDESAAN,TOTAL,2020.0,1143743.0,Sangat Tinggi,0
kep._riau,PERDESAAN,TOTAL,2021.0,1164695.0,Sangat Tinggi,0
kep._riau,PERDESAAN,TOTAL,2022.0,1188137.0,Sangat Tinggi,0
kep._riau,PERKOTAAN,MAKANAN,2007.0,267165.0,Rendah,2
kep._riau,PERKOTAAN,MAKANAN,2008.0,301036.0,Rendah,2
kep._riau,PERKOTAAN,MAKANAN,2009.0,330344.0,Rendah,2
kep._riau,PERKOTAAN,MAKANAN,2010.0,388302.0,Sedang,2
kep._riau,PERKOTAAN,MAKANAN,2011.0,437751.0,Sedang,2
kep._riau,PERKOTAAN,MAKANAN,2012.0,481921.0,Sedang,2
kep._riau,PERKOTAAN,MAKANAN,2013.0,524552.0,Tinggi,2
kep._riau,PERKOTAAN,MAKANAN,2014.0,592970.0,Tinggi,1
kep._riau,PERKOTAAN,MAKANAN,2015.0,625859.0,Tinggi,1
kep._riau,PERKOTAAN,MAKANAN,2016.0,714538.0,Tinggi,1
kep._riau,PERKOTAAN,MAKANAN,2017.0,794255.0,Sangat Tinggi,1
kep._riau,PERKOTAAN,MAKANAN,2018.0,774057.0,Sangat Tinggi,1
kep._riau,PERKOTAAN,MAKANAN,2019.0,809149.0,Sangat Tinggi,1
kep._riau,PERKOTAAN,MAKANAN,2020.0,819974.0,Sangat Tinggi,1
kep._riau,PERKOTAAN,MAKANAN,2021.0,842908.0,Sangat Tinggi,0
kep._riau,PERKOTAAN,MAKANAN,2022.0,868121.0,Sangat Tinggi,0
kep._riau,PERKOTAAN,NONMAKANAN,2007.0,358745.0,Sedang,2
kep._riau,PERKOTAAN,NONMAKANAN,2008.0,381144.0,Sedang,2
kep._riau,PERKOTAAN,NONMAKANAN,2009.0,375648.0,Sedang,2
kep._riau,PERKOTAAN,NONMAKANAN,2010.0,410110.0,Sedang,2
kep._riau,PERKOTAAN,NONMAKANAN,2011.0,514845.0,Sedang,2
kep._riau,PERKOTAAN,NONMAKANAN,2012.0,572809.0,Tinggi,2
kep._riau,PERKOTAAN,NONMAKANAN,2013.0,653772.0,Tinggi,2
kep._riau,PERKOTAAN,NONMAKANAN,2014.0,764558.0,Sangat Tinggi,1
kep._riau,PERKOTAAN,NONMAKANAN,2015.0,809066.0,Sangat Tinggi,1
kep._riau,PERKOTAAN,NONMAKANAN,2016.0,842368.0,Sangat Tinggi,1
kep._riau,PERKOTAAN,NONMAKANAN,2017.0,869299.0,Sangat Tinggi,0
kep._riau,PERKOTAAN,NONMAKANAN,2018.0,881087.0,Sangat Tinggi,0
kep._riau,PERKOTAAN,NONMAKANAN,2019.0,1044092.0,Sangat Tinggi,0
kep._riau,PERKOTAAN,NONMAKANAN,2020.0,1023031.0,Sangat Tinggi,0
kep._riau,PERKOTAAN,NONMAKANAN,2021.0,1068082.0,Sangat Tinggi,0
kep._riau,PERKOTAAN,NONMAKANAN,2022.0,1044718.0,Sangat Tinggi,0
kep._riau,PERKOTAAN,TOTAL,2007.0,625910.0,Tinggi,2
kep._riau,PERKOTAAN,TOTAL,2008.0,682181.0,Tinggi,2
kep._riau,PERKOTAAN,TOTAL,2009.0,705993.0,Tinggi,2
kep._riau,PERKOTAAN,TOTAL,2010.0,798412.0,Sangat Tinggi,2
kep._riau,PERKOTAAN,TOTAL,2011.0,952596.0,Sangat Tinggi,2
kep._riau,PERKOTAAN,TOTAL,2012.0,1054730.0,Sangat Tinggi,0
kep._riau,PERKOTAAN,TOTAL,2013.0,1178323.0,Sangat Tinggi,0
